timestamp(ms),GPS[0].Lat,GPS[0].Lng,BARO[0].AltAMSL,ARSP[0].Airspeed,GPS[0].Spd,CTUN.As
592601.0611260935,527832621,-7096553,176.15444946289062,12.04544448852539,12.408000946044922,13.736104965209961
592701.0611260935,527832629,-7096928,175.63955688476562,11.746329307556152,13.086000442504883,13.251574516296387
592801.0611260935,527832629,-7096928,175.37521362304688,11.935023307800293,13.086000442504883,12.818573951721191
592901.0611260935,527832619,-7097313,175.24855041503906,11.774471282958984,12.97900104522705,12.560036659240723
593001.0611260935,527832619,-7097313,175.3036346435547,11.212923049926758,12.97900104522705,12.329623222351074
593101.0611260935,527832604,-7097694,175.09986877441406,11.482726097106934,12.902000427246094,12.005524635314941
593201.0611260935,527832604,-7097694,175.32565307617188,12.364102363586426,12.902000427246094,11.851106643676758
593301.0611260935,527832598,-7098077,175.5762176513672,13.249320983886719,12.97900104522705,12.007307052612305
593401.0611260935,527832598,-7098077,175.90113830566406,13.793975830078125,12.97900104522705,12.392987251281738
593501.0611260935,527832603,-7098464,176.405029296875,14.236788749694824,12.994000434875488,12.829358100891113
593601.0611260935,527832603,-7098464,176.84832763671875,14.201870918273926,12.994000434875488,13.26727294921875
593701.0611260935,527832611,-7098855,177.5697479248047,14.323710441589355,13.374000549316406,13.554420471191406
593801.0611260935,527832611,-7098855,177.80929565429688,14.219342231750488,13.374000549316406,13.789714813232422
593901.0611260935,527832617,-7099252,177.88088989257812,14.513102531433105,13.414000511169434,13.919995307922363
594001.0611260935,527832617,-7099252,177.5312042236328,14.455972671508789,13.414000511169434,14.100547790527344
594101.0611260935,527832622,-7099650,177.2530975341797,14.609713554382324,13.375000953674316,14.208108901977539
594201.0611260935,527832622,-7099650,176.55921936035156,14.666244506835938,13.375000953674316,14.329771995544434
594301.0611260935,527832629,-7100054,175.6120147705078,14.061333656311035,13.72700023651123,14.431537628173828
594401.0611260935,527832629,-7100054,175.23204040527344,13.95500373840332,13.72700023651123,14.321481704711914
594501.0611260935,527832637,-7100471,174.8961181640625,12.914063453674316,14.319000244140625,14.212530136108398
594601.0611260935,527832637,-7100471,175.06407165527344,13.05427360534668,14.319000244140625,13.83579158782959
594701.0611260935,527832648,-7100888,175.05030822753906,13.533564567565918,14.254000663757324,13.606050491333008
594801.0611260935,527832648,-7100888,175.02552795410156,13.14901351928711,14.254000663757324,13.584345817565918
594901.0611260935,527832668,-7101299,175.2458038330078,13.69161319732666,13.868000984191895,13.455224990844727
595001.0611260935,527832668,-7101299,175.40550231933594,13.054269790649414,13.868000984191895,13.526575088500977
595101.0611260935,527832696,-7101699,175.39724731445312,13.895583152770996,13.658000946044922,13.386632919311523
595201.0611260935,527832696,-7101699,175.85983276367188,14.271620750427246,13.658000946044922,13.541327476501465
595301.0611260935,527832730,-7102093,176.30865478515625,14.236793518066406,13.666000366210938,13.764484405517578
595401.0611260935,527832730,-7102093,176.6803741455078,14.364092826843262,13.666000366210938,13.907861709594727
595501.0611260935,527832766,-7102490,177.29991149902344,14.47885513305664,13.676000595092773,14.046286582946777
595601.0611260935,527832766,-7102490,177.78176879882812,14.346800804138184,13.676000595092773,14.177443504333496
595701.0611260935,527832800,-7102886,177.9139404296875,14.143484115600586,13.886000633239746,14.228462219238281
595801.0611260935,527832800,-7102886,177.65786743164062,14.609711647033691,13.886000633239746,14.203021049499512
595901.0611260935,527832835,-7103289,177.31092834472656,14.660599708557129,13.9010009765625,14.326240539550781
596001.0611260935,527832835,-7103289,176.90890502929688,14.688796043395996,13.9010009765625,14.427363395690918
596101.0611260935,527832857,-7103697,176.49038696289062,14.615375518798828,14.110000610351562,14.506287574768066
596201.0611260935,527832857,-7103697,176.2783660888672,14.061333656311035,14.110000610351562,14.539100646972656
596301.0611260935,527832846,-7104106,176.069091796875,12.914061546325684,13.907000541687012,14.397435188293457
596401.0611260935,527832846,-7104106,176.02503967285156,12.778790473937988,13.907000541687012,13.968973159790039
596501.0611260935,527832788,-7104506,175.5762176513672,12.81758975982666,14.11600112915039,13.622840881347656
596601.0611260935,527832788,-7104506,175.6285400390625,11.865485191345215,14.11600112915039,13.3863525390625
596701.0611260935,527832679,-7104885,175.9864959716797,11.359554290771484,14.235000610351562,12.948862075805664
596801.0611260935,527832679,-7104885,175.92041015625,11.116568565368652,14.235000610351562,12.493316650390625
596901.0611260935,527832532,-7105227,176.02780151367188,10.921313285827637,14.217000961303711,12.096755981445312
597001.0611260935,527832532,-7105227,176.2095184326172,11.004344940185547,14.217000961303711,11.7564697265625
597101.0611260935,527832363,-7105533,176.54269409179688,11.633071899414062,13.927000999450684,11.535982131958008
597201.0611260935,527832363,-7105533,176.71066284179688,12.290267944335938,13.927000999450684,11.565195083618164
597301.0611260935,527832189,-7105826,177.14295959472656,12.510478019714355,13.959000587463379,11.787400245666504
597401.0611260935,527832189,-7105826,177.63307189941406,13.047932624816895,13.959000587463379,12.008895874023438
597501.0611260935,527832019,-7106133,178.5307159423828,13.600654602050781,14.153000831604004,12.329804420471191
597601.0611260935,527832019,-7106133,179.670654296875,14.23678970336914,14.153000831604004,12.724393844604492
597701.0611260935,527831849,-7106440,180.60684204101562,14.535894393920898,13.983000755310059,13.196325302124023
597801.0611260935,527831849,-7106440,180.204833984375,14.513102531433105,13.983000755310059,13.612045288085938
597901.0611260935,527831685,-7106745,179.88267517089844,14.541584968566895,13.722001075744629,13.88850212097168
598001.0611260935,527831685,-7106745,179.25213623046875,14.008272171020508,13.722001075744629,14.087606430053711
598101.0611260935,527831520,-7107044,177.83958435058594,13.955005645751953,13.701000213623047,14.06385326385498
598201.0611260935,527831520,-7107044,176.702392578125,13.305411338806152,13.701000213623047,14.03128719329834
598301.0611260935,527831344,-7107348,176.16822814941406,12.072887420654297,14.805000305175781,13.817529678344727
598401.0611260935,527831344,-7107348,176.19300842285156,11.366835594177246,14.805000305175781,13.318155288696289
598501.0611260935,527831142,-7107648,176.00302124023438,10.232840538024902,15.546000480651855,12.764121055603027
598601.0611260935,527831142,-7107648,175.83229064941406,9.615826606750488,15.546000480651855,12.060648918151855
598701.0611260935,527831142,-7107648,175.4853515625,11.45386028289795,15.546000480651855,11.382473945617676
598801.0611260935,527830914,-7107925,175.25405883789062,12.182063102722168,16.006999969482422,11.403936386108398
598901.0611260935,527830679,-7108182,175.30087280273438,13.348875045776367,15.533000946044922,11.642836570739746
599001.0611260935,527830679,-7108182,175.44680786132812,14.108335494995117,15.533000946044922,12.179765701293945
599101.0611260935,527830450,-7108436,175.71389770507812,14.450250625610352,15.36600112915039,12.788909912109375
599201.0611260935,527830450,-7108436,176.07460021972656,14.455972671508789,15.36600112915039,13.309104919433594
599301.0611260935,527830223,-7108699,176.603271484375,14.5700101852417,15.571001052856445,13.663277626037598
599401.0611260935,527830223,-7108699,177.26686096191406,15.067001342773438,15.571001052856445,13.941490173339844
599501.0611260935,527829999,-7108968,178.5692596435547,15.441304206848145,15.531001091003418,14.288456916809082
599601.0611260935,527829999,-7108968,178.39854431152344,14.806626319885254,15.531001091003418,14.643843650817871
599701.0611260935,527829772,-7109230,178.6298370361328,15.722763061523438,15.346000671386719,14.69286823272705
599801.0611260935,527829772,-7109230,178.15623474121094,15.722763061523438,15.346000671386719,15.009258270263672
599901.0611260935,527829547,-7109483,177.7542266845703,15.55875301361084,14.976000785827637,15.22681999206543
600001.0611260935,527829547,-7109483,177.3962860107422,15.638325691223145,14.976000785827637,15.327155113220215
600101.0611260935,527829328,-7109742,177.0135498046875,15.916302680969238,15.053000450134277,15.421165466308594
600201.0611260935,527829328,-7109742,176.27285766601562,15.360712051391602,15.053000450134277,15.571359634399414
600301.0611260935,527829112,-7110006,175.94244384765625,15.441302299499512,14.908000946044922,15.508466720581055
600401.0611260935,527829112,-7110006,175.78273010253906,15.333749771118164,14.908000946044922,15.488347053527832
600501.0611260935,527828902,-7110275,175.65606689453125,14.043673515319824,14.649001121520996,15.442131042480469
600601.0611260935,527828902,-7110275,175.4027557373047,13.570199012756348,14.649001121520996,15.036256790161133
600701.0611260935,527828902,-7110275,175.168701171875,14.265824317932129,14.649001121520996,14.611892700195312
600801.0611260935,527828701,-7110548,175.4275360107422,14.604047775268555,14.361001014709473,14.508938789367676
600901.0611260935,527828509,-7110827,175.54318237304688,14.196043968200684,14.153000831604004,14.53753662109375
601001.0611260935,527828509,-7110827,175.69186401367188,14.64930534362793,14.153000831604004,14.43593692779541
601101.0611260935,527828319,-7111107,175.90664672851562,14.294795989990234,14.105000495910645,14.500277519226074
601201.0611260935,527828319,-7111107,176.1131591796875,14.335259437561035,14.105000495910645,14.438940048217773
601301.0611260935,527828132,-7111390,176.54269409179688,14.671884536743164,14.065000534057617,14.407914161682129
601401.0611260935,527828132,-7111390,176.62254333496094,14.72255802154541,14.065000534057617,14.48760986328125
601501.0611260935,527827945,-7111670,176.44081115722656,14.756243705749512,14.00200080871582,14.558491706848145
601601.0611260935,527827945,-7111670,176.62254333496094,15.274274826049805,14.00200080871582,14.618099212646484
601701.0611260935,527827760,-7111944,176.3389434814453,15.274272918701172,13.909000396728516,14.818002700805664
601801.0611260935,527827760,-7111944,175.8460693359375,15.328354835510254,13.909000396728516,14.956345558166504
601901.0611260935,527827573,-7112219,175.26507568359375,15.435941696166992,14.021000862121582,15.068912506103516
602001.0611260935,527827573,-7112219,174.7529296875,15.409117698669434,14.021000862121582,15.179953575134277
602101.0611260935,527827386,-7112500,174.48583984375,15.4091157913208,14.340001106262207,15.249064445495605
602201.0611260935,527827386,-7112500,174.27381896972656,15.110879898071289,14.340001106262207,15.297256469726562
602301.0611260935,527827199,-7112788,174.2022247314453,14.823383331298828,14.226000785827637,15.241581916809082
602401.0611260935,527827199,-7112788,174.14991760253906,14.912434577941895,14.226000785827637,15.117337226867676
602501.0611260935,527827016,-7113075,174.0287628173828,14.81779956817627,14.009000778198242,15.056159019470215
