Lat,Long
52.780515,-0.70798
52.779867,-0.712086
52.780494,-0.712729
52.781224,-0.709372
52.782885,-0.71035
52.782032,-0.71087
52.782783,-0.708481
52.783655,-0.710516
52.781427,-0.712204
52.782054,-0.707315
52.781395,-0.706479
52.780926,-0.708187
52.780515,-0.70798
